# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13160334_sorted.bam" "SRR13160327_sorted.bam" "SRR13160337_sorted.bam" "SRR13160328_sorted.bam" "SRR13160329_sorted.bam" "SRR13160336_sorted.bam" "SRR13160338_sorted.bam" "SRR13160331_sorted.bam" "SRR13160330_sorted.bam" "SRR13160335_sorted.bam" "SRR13160332_sorted.bam" "SRR13160333_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13160334_sorted.bam	SRR13160327_sorted.bam	SRR13160337_sorted.bam	SRR13160328_sorted.bam	SRR13160329_sorted.bam	SRR13160336_sorted.bam	SRR13160338_sorted.bam	SRR13160331_sorted.bam	SRR13160330_sorted.bam	SRR13160335_sorted.bam	SRR13160332_sorted.bam	SRR13160333_sorted.bam
gene-PA1715	NC_002516.2	1859071	1859493	+	423	6	51	13	90	70	0	6	16	40	6	45	10
gene-PA1716	NC_002516.2	1859493	1861295	+	1803	38	236	44	454	372	4	21	69	222	32	266	46
gene-PA1717	NC_002516.2	1861297	1862595	+	1299	47	188	34	393	277	3	22	53	157	26	220	51
gene-PA1718	NC_002516.2	1862558	1862761	+	204	26	96	24	206	128	2	16	34	68	12	140	35
gene-PA1719	NC_002516.2	1862764	1863021	+	258	22	95	35	289	180	0	17	31	87	24	174	34
gene-PA1720	NC_002516.2	1863024	1863371	+	348	15	56	24	172	122	1	8	19	74	13	111	30
gene-PA1721	NC_002516.2	1863368	1863799	+	432	5	23	6	46	31	0	3	3	23	5	31	9
gene-PA1722	NC_002516.2	1863799	1864137	+	339	10	50	10	116	77	1	6	12	62	10	82	23
gene-PA1723	NC_002516.2	1864134	1864880	+	747	21	110	21	273	224	2	18	35	134	22	142	29
gene-PA1724	NC_002516.2	1864889	1865515	+	627	9	52	12	97	77	0	2	9	38	1	40	6
gene-PA1725	NC_002516.2	1865494	1866138	+	645	12	63	14	133	129	1	7	19	69	11	90	20
gene-PA1726	NC_002516.2	1866241	1868535	-	2295	32	113	29	157	129	3	12	37	147	16	134	41
gene-PA1727	NC_002516.2	1868706	1870763	-	2058	26	127	22	139	145	1	14	10	116	6	87	18
gene-PA1728	NC_002516.2	1871116	1871457	+	342	16	73	21	53	35	0	8	10	73	4	41	23
gene-PA1729	NC_002516.2	1871555	1872202	+	648	16	54	14	72	59	0	9	13	108	5	58	18
gene-PA1730	NC_002516.2	1872602	1874014	+	1413	5	20	2	24	14	0	4	9	31	6	14	9
gene-PA1731	NC_002516.2	1874017	1874970	+	954	3	7	3	12	10	0	1	2	21	2	6	6
gene-PA1732	NC_002516.2	1874967	1875767	+	801	2	5	3	13	10	0	4	2	15	3	5	8
gene-PA1733	NC_002516.2	1875849	1876580	+	732	2	13	3	12	13	0	2	4	14	1	12	6
gene-PA1734	NC_002516.2	1876588	1877409	-	822	1	10	1	13	14	0	1	4	9	2	14	2
gene-PA1735	NC_002516.2	1877522	1878409	+	888	5	40	12	60	61	0	2	8	39	4	30	17
gene-PA1736	NC_002516.2	1878980	1880185	+	1206	3	14	5	32	21	0	3	5	21	4	29	7
gene-PA1737	NC_002516.2	1880199	1882343	+	2145	12	34	13	47	26	0	5	12	51	10	39	15
gene-PA1738	NC_002516.2	1882595	1883509	-	915	6	21	8	22	20	1	3	8	20	11	16	9
gene-PA1739	NC_002516.2	1883661	1884632	+	972	4	19	8	12	17	0	2	2	8	3	8	4
gene-PA1740	NC_002516.2	1884655	1885653	+	999	8	23	7	40	38	0	2	14	31	4	20	7
gene-PA1741	NC_002516.2	1885662	1886033	-	372	8	34	10	62	45	1	7	14	36	8	45	13
gene-PA1742	NC_002516.2	1886278	1887000	+	723	12	58	15	56	27	3	7	18	43	10	40	27
gene-PA1743	NC_002516.2	1887058	1887297	-	240	1	2	2	2	2	0	0	0	4	0	1	2
gene-PA1744	NC_002516.2	1887325	1887543	-	219	1	6	2	2	2	0	0	1	6	1	2	3
gene-PA1745	NC_002516.2	1887698	1888186	-	489	1	6	3	8	6	0	0	2	4	0	4	5
gene-PA1746	NC_002516.2	1888407	1888913	+	507	59	71	38	61	39	4	11	117	513	28	151	93
gene-PA1747	NC_002516.2	1888985	1889173	-	189	4	52	7	18	17	1	1	47	196	3	63	44
gene-PA1748	NC_002516.2	1889323	1890012	-	690	14	54	13	57	63	0	8	33	191	8	63	25
gene-PA1749	NC_002516.2	1890196	1890681	+	486	30	317	53	418	348	2	27	44	335	30	203	62
gene-PA1750	NC_002516.2	1890739	1891815	-	1077	39	221	44	325	268	8	43	71	240	53	269	83
gene-PA1751	NC_002516.2	1892133	1892510	+	378	9	50	9	38	29	1	9	4	41	8	22	21
gene-PA1752	NC_002516.2	1892510	1893457	+	948	34	138	27	130	123	3	18	33	114	31	89	55
gene-PA1753	NC_002516.2	1893620	1894117	+	498	13	53	15	61	63	0	7	12	62	6	55	25
gene-PA1754	NC_002516.2	1894249	1895223	+	975	40	187	47	242	234	2	33	30	174	31	157	47
gene-PA1755	NC_002516.2	1895280	1895627	-	348	14	57	10	71	59	1	9	8	51	8	38	19
gene-PA1756	NC_002516.2	1895692	1896495	-	804	12	31	10	49	31	0	9	8	28	7	28	15
gene-PA1757	NC_002516.2	1896630	1897247	+	618	23	134	31	113	86	3	17	18	95	7	89	58
gene-PA1758	NC_002516.2	1897290	1898651	-	1362	20	139	22	186	159	2	15	27	138	16	116	30
gene-PA1759	NC_002516.2	1898816	1901521	+	2706	37	146	21	124	124	0	18	40	294	31	170	93
gene-PA1760	NC_002516.2	1901524	1904247	+	2724	33	83	33	96	79	1	13	27	194	23	147	81
gene-PA1761	NC_002516.2	1904479	1904916	+	438	14	16	13	19	22	1	5	7	60	6	43	28
gene-PA1762	NC_002516.2	1904995	1905756	+	762	8	21	7	19	16	0	4	2	67	6	20	23
gene-PA1763	NC_002516.2	1905797	1906822	+	1026	7	23	4	24	15	0	3	4	29	7	20	9
gene-PA1764	NC_002516.2	1906842	1908440	+	1599	4	17	5	22	12	0	4	5	23	3	9	11
gene-PA1765	NC_002516.2	1908454	1909641	+	1188	7	13	3	28	16	0	3	3	20	1	15	3
gene-PA1766	NC_002516.2	1909698	1910681	-	984	105	412	120	656	615	8	56	131	613	83	604	150
gene-PA1767	NC_002516.2	1910685	1912211	-	1527	33	173	45	269	216	2	22	50	236	30	234	87
gene-PA1768	NC_002516.2	1912217	1912756	-	540	10	68	15	68	57	2	7	17	57	11	36	32
gene-PA1769	NC_002516.2	1913047	1913871	-	825	69	190	84	267	157	4	35	60	286	36	240	196
gene-PA1770	NC_002516.2	1914037	1916412	+	2376	269	1216	415	2018	1558	22	291	365	1312	300	1605	540
gene-PA1771	NC_002516.2	1916482	1917492	+	1011	11	120	18	142	160	5	13	31	96	12	103	32
gene-PA1772	NC_002516.2	1917599	1918087	+	489	33	156	43	234	166	2	43	29	196	33	185	61
gene-PA1773	NC_002516.2	1918275	1919273	+	999	122	417	140	531	460	4	77	119	447	102	549	229
gene-PA1774	NC_002516.2	1919322	1919576	+	255	37	223	50	190	139	1	22	31	170	35	160	95
gene-PA1775	NC_002516.2	1919579	1920403	+	825	89	650	133	832	692	4	79	101	658	71	537	143
gene-PA1776	NC_002516.2	1920568	1921065	+	498	214	3550	392	2679	2195	21	200	569	1744	258	2516	839
gene-PA1777	NC_002516.2	1921174	1922226	+	1053	3221	23160	4282	33631	25499	216	2809	5880	21327	3487	31222	7440
gene-PA1778	NC_002516.2	1922295	1923032	-	738	10	98	22	134	128	2	13	23	123	10	153	39
gene-PA1779	NC_002516.2	1923044	1925770	-	2727	17	19	15	35	20	0	9	7	30	5	23	9
gene-PA1780	NC_002516.2	1925797	1926123	-	327	2	3	1	4	4	0	2	0	4	1	1	1
gene-PA1781	NC_002516.2	1926176	1928626	-	2451	5	16	11	28	6	0	4	1	23	5	8	13
gene-PA1781.1	NC_002516.2	1928666	1928886	-	221	2	2	3	2	2	0	2	0	1	1	2	2
gene-PA1782	NC_002516.2	1928894	1930489	-	1596	5	7	7	11	11	0	6	1	5	1	10	7
gene-PA1783	NC_002516.2	1930564	1931775	-	1212	2	2	2	11	6	0	2	1	4	2	2	0
gene-PA1784	NC_002516.2	1932129	1932824	-	696	2	9	5	14	13	0	1	1	22	2	13	6
gene-PA1785	NC_002516.2	1933054	1933632	-	579	2	3	4	3	5	0	0	1	4	0	7	3
gene-PA1786	NC_002516.2	1933649	1934857	-	1209	3	12	8	16	20	1	3	2	14	3	16	2
gene-PA1787	NC_002516.2	1935035	1937644	-	2610	270	748	246	1291	991	42	197	346	1024	277	1069	492
gene-PA1788	NC_002516.2	1938026	1938493	+	468	5	98	6	45	52	0	3	12	32	10	25	25
gene-PA1789	NC_002516.2	1938549	1939412	-	864	13	172	13	158	109	1	9	8	53	5	34	17
gene-PA1790	NC_002516.2	1939583	1940206	+	624	27	184	37	239	216	1	10	24	116	18	124	32
gene-PA1791	NC_002516.2	1940255	1941586	-	1332	43	162	51	234	215	4	30	42	171	28	218	42
gene-PA1792	NC_002516.2	1941720	1942442	-	723	43	79	35	225	167	4	22	50	158	28	152	60
gene-PA1793	NC_002516.2	1942447	1942944	-	498	51	171	69	402	298	6	35	110	276	75	350	105
gene-PA1794	NC_002516.2	1943067	1944737	+	1671	120	355	128	792	614	14	82	168	545	134	790	219
gene-PA1795	NC_002516.2	1944747	1946129	+	1383	219	585	214	1316	1020	14	149	282	822	206	1365	296
gene-PA1796	NC_002516.2	1946187	1947041	-	855	29	82	28	144	132	1	15	31	116	16	119	21
gene-PA1796.1	NC_002516.2	1947320	1947396	+	77	277	4451	365	1962	1489	3	168	271	1524	235	1132	1069
gene-PA1796.2	NC_002516.2	1947448	1947523	+	76	38	1387	45	396	243	1	21	59	215	36	161	206
gene-PA1796.3	NC_002516.2	1947578	1947662	+	85	45	620	71	429	310	1	30	30	405	30	170	127
gene-PA1796.4	NC_002516.2	1947729	1947804	+	76	17	168	32	139	74	2	12	14	100	8	51	42
gene-PA1797a	NC_002516.2	1947994	1948215	+	222	27	67	38	98	70	2	17	21	110	17	98	49
gene-PA1797	NC_002516.2	1948502	1950334	-	1833	63	54	150	161	76	6	25	22	115	23	96	64
gene-PA1798	NC_002516.2	1950439	1951725	-	1287	21	41	45	94	70	1	18	15	57	11	51	30
gene-PA1799	NC_002516.2	1951726	1952433	-	708	15	21	22	52	24	1	8	8	15	6	24	13
gene-PA1800	NC_002516.2	1952665	1953975	+	1311	766	3183	1167	5573	3909	64	806	1376	3810	887	6893	2011
gene-PA1801	NC_002516.2	1954069	1954710	+	642	172	821	311	1245	976	15	160	310	1083	240	1621	687
gene-PA1802	NC_002516.2	1954815	1956095	+	1281	831	3267	1197	4939	3646	52	790	1280	4545	1009	6317	2015
gene-PA1803	NC_002516.2	1956227	1958623	+	2397	1428	16371	2167	13192	9656	70	1414	2879	9344	1651	11842	3806
gene-PA1804	NC_002516.2	1958759	1959031	+	273	989	11497	1421	10010	6662	34	789	1573	8418	1036	7337	3100
gene-PA1804.1	NC_002516.2	1959083	1959159	+	77	39	340	48	233	108	2	22	55	163	26	205	141
gene-PA1805	NC_002516.2	1959263	1961128	+	1866	340	1236	430	2275	1895	23	280	459	1609	360	2671	621
gene-PA1806	NC_002516.2	1961227	1962024	-	798	12	45	10	43	49	0	7	20	68	9	69	19
gene-PA1807	NC_002516.2	1962046	1963656	-	1611	23	58	18	66	68	2	13	23	122	10	64	23
gene-PA1808	NC_002516.2	1963658	1964677	-	1020	7	34	12	28	28	1	7	6	35	10	29	27
gene-PA1809	NC_002516.2	1964682	1965764	-	1083	13	27	9	40	48	2	9	12	51	11	39	14
gene-PA1810	NC_002516.2	1965771	1967618	-	1848	15	105	17	87	112	1	12	22	140	15	111	45
gene-PA1811	NC_002516.2	1967615	1969444	-	1830	23	63	13	67	55	3	12	18	68	13	44	23
gene-PA1812	NC_002516.2	1969635	1971239	-	1605	27	168	34	182	175	4	25	37	181	44	110	58
gene-PA1813	NC_002516.2	1971317	1972093	-	777	5	22	3	22	14	0	3	10	20	6	14	12
gene-PA1814	NC_002516.2	1972195	1972956	+	762	41	359	47	330	294	1	29	59	210	32	232	94
gene-PA1815	NC_002516.2	1972959	1973405	+	447	43	386	49	347	333	2	31	70	206	43	300	94
gene-PA1816	NC_002516.2	1973470	1974210	+	741	39	185	32	244	209	0	16	38	177	19	175	29
gene-PA1817	NC_002516.2	1974238	1974627	-	390	16	72	15	85	93	0	5	12	96	4	51	21
gene-PA1818	NC_002516.2	1974821	1977076	+	2256	68	178	51	242	240	5	43	59	312	42	219	131
gene-PA1819	NC_002516.2	1977100	1978455	+	1356	42	184	44	214	196	3	24	35	237	21	175	75
gene-PA1820	NC_002516.2	1978439	1979941	-	1503	27	135	32	146	143	3	18	18	157	10	115	29
gene-PA1821	NC_002516.2	1980165	1980977	+	813	125	529	128	629	513	4	89	131	632	104	576	168
gene-PA1822	NC_002516.2	1981017	1982705	+	1689	96	381	123	640	536	7	69	123	614	80	553	140
gene-PA1823	NC_002516.2	1982705	1983541	+	837	38	190	48	344	300	2	29	43	287	22	267	65
gene-PA1824	NC_002516.2	1983509	1984288	-	780	12	97	18	122	132	1	10	21	140	15	96	32
gene-PA1825	NC_002516.2	1984389	1985033	+	645	12	49	18	79	78	0	11	19	81	13	80	11
gene-PA1826	NC_002516.2	1985030	1985935	-	906	12	43	16	51	46	0	9	14	56	11	52	11
gene-PA1827	NC_002516.2	1986067	1986828	+	762	5	7	3	13	1	0	1	2	12	1	10	3
gene-PA1828	NC_002516.2	1986989	1987756	-	768	8	12	5	17	24	0	4	25	69	7	44	10
gene-PA1829	NC_002516.2	1987781	1988851	-	1071	3	28	11	49	26	1	5	8	36	7	27	21
gene-PA1830	NC_002516.2	1989109	1989423	-	315	39	199	59	160	146	3	27	82	202	46	223	117
gene-PA1831	NC_002516.2	1989484	1990194	-	711	11	177	23	98	77	1	9	32	77	15	87	52
gene-PA1832	NC_002516.2	1990428	1991453	+	1026	62	388	60	479	284	2	45	87	305	57	376	92
gene-PA1833	NC_002516.2	1991512	1992504	+	993	39	200	35	181	127	0	14	38	189	32	165	52
gene-PA1833a	NC_002516.2	1992491	1993366	-	876	18	82	17	70	45	0	6	11	103	13	72	22
gene-PA1835	NC_002516.2	1993461	1993898	-	438	4	23	5	13	7	0	2	3	12	3	6	5
gene-PA1836	NC_002516.2	1994021	1994602	+	582	7	42	13	54	35	1	3	9	43	8	29	7
gene-PA1837	NC_002516.2	1994667	1995164	-	498	13	97	23	209	96	5	10	12	32	15	37	9
gene-PA1838	NC_002516.2	1995148	1996806	-	1659	40	172	40	410	199	6	22	23	88	55	85	37
gene-PA1837a	NC_002516.2	1997217	1997444	-	228	0	6	4	10	10	1	2	2	16	1	7	3
gene-PA1839	NC_002516.2	1997509	1998549	-	1041	15	39	22	92	91	0	21	18	106	20	69	16
gene-PA1840	NC_002516.2	1998587	1998949	+	363	6	56	17	59	52	0	11	13	67	8	38	24
gene-PA1841	NC_002516.2	1998963	1999460	+	498	11	90	17	95	68	0	7	16	86	8	65	32
gene-PA1842	NC_002516.2	1999512	1999874	-	363	9	89	9	97	73	1	3	14	49	4	62	10
gene-PA1843	NC_002516.2	1999889	2003593	-	3705	69	501	97	691	565	8	54	102	411	70	485	121
gene-PA1844	NC_002516.2	2003868	2004332	-	465	3	16	5	10	15	0	2	4	16	3	19	7
gene-PA1845	NC_002516.2	2004374	2004892	-	519	6	12	8	27	13	2	1	5	13	4	27	8
gene-PA1846	NC_002516.2	2005254	2007542	+	2289	41	189	50	272	236	6	26	47	221	36	204	63
gene-PA1847	NC_002516.2	2007665	2008249	+	585	56	169	103	309	243	7	51	79	325	68	309	109
gene-PA1848	NC_002516.2	2008308	2009477	-	1170	8	23	12	37	18	0	9	7	15	4	21	5
gene-PA1849	NC_002516.2	2009482	2009724	-	243	2	3	5	7	1	0	0	2	5	1	7	0
gene-PA1850	NC_002516.2	2009747	2010751	-	1005	5	19	14	30	19	1	4	3	33	5	18	2
gene-PA1851	NC_002516.2	2011000	2012205	+	1206	7	13	13	39	20	0	10	3	34	3	14	6
gene-PA1852	NC_002516.2	2012255	2012530	-	276	59	107	56	154	199	4	41	72	566	50	241	88
gene-PA1853	NC_002516.2	2012815	2013678	+	864	22	74	28	108	82	1	18	19	124	10	77	26
gene-PA1854	NC_002516.2	2013666	2014823	-	1158	13	35	9	48	40	0	8	3	47	3	23	18
gene-PA1855	NC_002516.2	2014915	2015136	-	222	1	4	4	8	1	0	0	0	1	0	1	0
gene-PA1856	NC_002516.2	2015139	2016581	-	1443	8	18	13	50	25	1	7	1	42	9	30	12
gene-PA1857	NC_002516.2	2016928	2017851	-	924	8	47	13	66	58	0	3	10	66	6	56	15
gene-PA1858	NC_002516.2	2017967	2018794	-	828	6	23	12	17	15	0	3	2	23	3	16	5
gene-PA1859	NC_002516.2	2018803	2019690	-	888	3	12	1	22	14	0	3	4	8	4	17	5
gene-PA1860	NC_002516.2	2019776	2020603	+	828	3	11	2	19	10	0	1	2	12	3	7	5
gene-PA1861	NC_002516.2	2020625	2021710	-	1086	11	29	7	38	22	0	3	6	34	1	22	7
gene-PA1862	NC_002516.2	2021712	2022398	-	687	16	41	25	75	52	0	5	6	86	10	31	15
gene-PA1863	NC_002516.2	2022411	2023166	-	756	18	43	26	95	70	1	10	16	104	16	48	19
gene-PA1864	NC_002516.2	2023281	2023931	-	651	2	5	2	8	5	0	0	1	4	0	3	3
gene-PA1865	NC_002516.2	2024065	2025744	+	1680	11	32	12	55	58	0	6	6	54	5	38	12
gene-PA1866	NC_002516.2	2025737	2028013	+	2277	16	72	19	90	57	2	7	12	81	8	49	28
gene-PA1866a	NC_002516.2	2028103	2028312	+	210	4	18	4	18	18	2	1	4	19	2	18	5
gene-PA1867	NC_002516.2	2028454	2028981	+	528	0	0	0	1	1	0	1	0	5	0	2	2
gene-PA1868	NC_002516.2	2028968	2031298	+	2331	12	17	11	33	35	0	7	6	44	1	42	14
gene-PA1869	NC_002516.2	2031466	2031705	+	240	24	85	23	83	97	2	16	6	139	14	117	32
gene-PA1870	NC_002516.2	2031988	2032413	+	426	2	8	0	13	10	0	0	4	12	0	5	1
gene-PA1871	NC_002516.2	2032695	2033951	+	1257	7	19	10	26	12	0	3	2	32	6	20	6
gene-PA1872	NC_002516.2	2034066	2034857	-	792	2	26	4	22	27	0	1	3	23	5	16	3
gene-PA1873	NC_002516.2	2034918	2035940	-	1023	0	11	6	15	9	0	1	1	12	2	11	1
gene-PA1874	NC_002516.2	2036441	2043847	+	7407	74	102	63	190	127	3	40	23	200	47	127	57
gene-PA1875	NC_002516.2	2043847	2045124	+	1278	28	25	19	44	37	0	7	7	71	8	43	25
gene-PA1876	NC_002516.2	2045114	2047285	+	2172	9	7	12	49	18	1	5	3	40	5	19	3
gene-PA1877	NC_002516.2	2047275	2048462	+	1188	4	12	7	16	8	0	3	3	11	1	5	2
gene-PA1878	NC_002516.2	2048570	2049148	-	579	2	14	4	12	12	0	1	0	7	5	11	3
gene-PA1879	NC_002516.2	2049237	2049791	-	555	5	15	13	21	13	1	6	5	15	8	10	11
gene-PA1880	NC_002516.2	2049949	2052144	-	2196	17	24	17	46	30	1	11	10	50	13	29	15
gene-PA1881	NC_002516.2	2052149	2052610	-	462	2	0	1	2	1	0	1	1	6	1	5	0
gene-PA1882	NC_002516.2	2052941	2053264	+	324	9	39	18	57	25	1	5	12	19	4	12	6
gene-PA1883	NC_002516.2	2053277	2053675	+	399	6	9	9	15	8	0	2	2	13	1	4	3
gene-PA1884	NC_002516.2	2053672	2054223	-	552	5	10	4	11	7	0	1	1	10	1	4	3
gene-PA1885	NC_002516.2	2054309	2054842	+	534	5	24	4	20	15	0	3	2	18	5	13	4
gene-PA1886	NC_002516.2	2054911	2057274	+	2364	13	79	15	69	61	0	16	7	52	7	42	21
gene-PA1887	NC_002516.2	2057278	2057946	-	669	5	12	4	26	11	0	5	3	29	5	12	5
gene-PA1888	NC_002516.2	2057930	2059339	-	1410	3	18	15	38	10	1	4	7	27	3	14	16
gene-PA1889	NC_002516.2	2059569	2060552	+	984	27	53	43	76	80	0	7	25	169	25	135	39
gene-PA1890	NC_002516.2	2060566	2061189	-	624	19	36	26	59	44	1	3	10	82	7	71	18
gene-PA1891	NC_002516.2	2061278	2061667	-	390	6	3	5	9	4	0	2	9	19	1	13	4
gene-PA1892	NC_002516.2	2061664	2062401	-	738	14	6	22	24	10	1	10	7	32	6	24	7
gene-PA1893	NC_002516.2	2062398	2064827	-	2430	26	13	41	45	31	3	10	10	38	11	45	29
gene-PA1894	NC_002516.2	2064853	2065545	-	693	4	1	7	9	3	1	1	1	2	3	3	7
gene-PA1895	NC_002516.2	2065493	2066767	-	1275	9	9	10	32	26	0	3	3	17	4	16	6
gene-PA1896	NC_002516.2	2066786	2067955	-	1170	5	16	7	16	18	1	1	2	7	1	7	9
gene-PA1897	NC_002516.2	2067961	2068728	-	768	6	9	13	24	7	2	2	2	12	1	8	4
gene-PA1898	NC_002516.2	2069490	2070203	+	714	1	5	1	12	14	0	0	0	16	4	3	8
gene-PA1899	NC_002516.2	2070685	2071173	+	489	0	5	1	1	1	0	0	0	4	0	1	2
gene-PA1900	NC_002516.2	2071209	2071697	+	489	2	3	4	3	0	0	2	0	3	0	0	2
gene-PA1901	NC_002516.2	2071721	2072938	+	1218	36	39	15	48	33	1	15	16	26	12	29	18
gene-PA1902	NC_002516.2	2072935	2073558	+	624	0	1	2	4	3	0	1	0	3	0	0	2
gene-PA1903	NC_002516.2	2073555	2075438	+	1884	10	17	11	14	13	0	4	4	13	7	12	4
gene-PA1904	NC_002516.2	2075452	2076288	+	837	4	6	3	7	4	0	1	1	7	1	5	5
gene-PA1905	NC_002516.2	2076311	2076958	+	648	1	8	2	4	5	0	0	4	7	0	8	5
gene-PA1906	NC_002516.2	2077047	2077583	-	537	4	11	7	10	11	1	0	0	17	3	10	2
gene-PA1907	NC_002516.2	2077626	2079266	-	1641	6	3	2	11	3	0	5	2	6	4	9	2
gene-PA1908	NC_002516.2	2079263	2080474	-	1212	3	1	1	2	0	0	3	0	5	1	1	1
gene-PA1909	NC_002516.2	2080661	2081812	-	1152	1	3	1	3	9	0	1	1	5	1	4	7
gene-PA1910	NC_002516.2	2081853	2084267	-	2415	5	16	3	14	18	1	6	0	26	3	10	2
gene-PA1911	NC_002516.2	2084476	2085426	-	951	2	3	5	4	4	0	2	1	9	2	5	1
gene-PA1912	NC_002516.2	2085423	2085929	-	507	3	3	3	6	6	0	2	3	16	2	9	3
gene-PA1913	NC_002516.2	2086021	2086701	-	681	5	28	4	44	32	2	2	11	31	3	38	11
gene-PA1914	NC_002516.2	2086808	2088034	-	1227	7	11	6	10	9	0	3	5	9	6	15	6
gene-PA1915	NC_002516.2	2088602	2090149	-	1548	7	45	5	42	30	1	7	5	41	5	27	13
gene-PA1916	NC_002516.2	2090213	2091445	-	1233	8	12	6	12	9	1	1	1	14	3	9	9
gene-PA1917	NC_002516.2	2091490	2091837	-	348	1	1	6	5	2	0	3	0	2	1	2	1
gene-PA1918	NC_002516.2	2091850	2093250	-	1401	0	9	6	12	13	0	7	3	10	5	7	3
gene-PA1919	NC_002516.2	2093444	2094142	-	699	7	19	5	20	8	2	4	5	29	3	19	7
gene-PA1920	NC_002516.2	2094329	2096356	-	2028	12	13	13	27	18	0	7	4	26	13	17	8
gene-PA1921	NC_002516.2	2096514	2097323	-	810	1	0	1	8	1	0	0	0	3	0	1	2
gene-PA1922	NC_002516.2	2097491	2099452	+	1962	1	3	1	4	10	0	1	3	4	0	3	0
gene-PA1923	NC_002516.2	2099452	2103297	+	3846	0	8	5	9	3	1	3	3	12	1	7	1
gene-PA1924	NC_002516.2	2103294	2103770	+	477	1	5	0	4	4	0	2	1	1	1	6	1
gene-PA1925	NC_002516.2	2103770	2104096	+	327	0	4	2	4	4	0	1	0	2	2	6	2
gene-PA1926	NC_002516.2	2104597	2106447	+	1851	30	157	39	296	274	3	21	30	205	36	204	55
gene-PA1927	NC_002516.2	2106580	2108880	+	2301	5	44	15	48	42	0	4	10	38	10	39	15
gene-PA1928	NC_002516.2	2108942	2109511	-	570	3	8	5	18	24	0	4	4	14	5	13	2
gene-PA1929	NC_002516.2	2109558	2109854	-	297	4	6	3	9	13	1	2	3	7	2	9	2
gene-PA1930	NC_002516.2	2110226	2111521	+	1296	14	18	19	33	17	0	7	7	25	5	14	11
gene-PA1931	NC_002516.2	2111691	2112203	+	513	4	6	15	22	12	0	5	3	10	2	7	5
gene-PA1932	NC_002516.2	2112200	2113189	+	990	20	13	24	48	20	2	9	5	29	6	13	7
gene-PA1933	NC_002516.2	2113186	2115390	+	2205	90	192	75	298	225	8	41	61	289	53	249	100
gene-PA1934	NC_002516.2	2115885	2116265	+	381	12	22	15	44	29	1	11	11	29	11	55	21
gene-PA1937	NC_002516.2	2118585	2118893	+	309	7	26	13	25	17	0	5	2	15	2	26	12
gene-PA1938	NC_002516.2	2118926	2119747	+	822	10	35	13	38	31	0	3	7	43	4	32	32
gene-PA1939	NC_002516.2	2120225	2122222	-	1998	66	353	66	432	246	4	40	75	459	45	289	145
gene-PA1940	NC_002516.2	2122579	2123718	-	1140	34	87	26	118	92	1	13	19	147	19	79	34
gene-PA1941	NC_002516.2	2123897	2125792	-	1896	15	42	13	44	40	0	8	8	59	8	27	18
gene-PA1942	NC_002516.2	2126104	2126334	-	231	2	11	4	6	1	0	2	3	5	1	3	6
gene-PA1943	NC_002516.2	2126396	2127493	-	1098	11	26	4	36	16	0	2	9	41	6	20	10
gene-PA1944	NC_002516.2	2127684	2129171	+	1488	10	46	24	63	44	2	8	11	57	11	58	30
gene-PA1945	NC_002516.2	2129307	2130635	+	1329	7	26	9	34	24	0	6	8	34	6	16	9
gene-PA1946	NC_002516.2	2130854	2131813	+	960	24	144	31	167	75	0	20	14	148	20	58	44
gene-PA1947	NC_002516.2	2131835	2133367	+	1533	11	23	12	33	20	1	10	6	64	1	29	9
gene-PA1948	NC_002516.2	2133391	2134389	+	999	26	64	26	111	89	2	7	19	128	25	92	33
gene-PA1949	NC_002516.2	2134393	2135406	+	1014	36	74	25	165	107	0	14	37	161	23	124	46
gene-PA1950	NC_002516.2	2135460	2136386	+	927	34	116	25	154	105	2	22	44	186	27	93	48
gene-PA1951	NC_002516.2	2136520	2137785	-	1266	14	24	13	42	20	1	5	10	58	5	31	25
gene-PA1952	NC_002516.2	2137846	2138598	-	753	2	3	2	2	4	1	0	0	1	0	2	0
gene-PA1953	NC_002516.2	2138612	2139292	-	681	2	5	1	7	8	1	3	2	13	2	3	3
gene-PA1954	NC_002516.2	2139354	2140376	-	1023	0	7	3	7	4	1	0	2	4	2	4	2
gene-PA1955	NC_002516.2	2140433	2141002	-	570	0	2	1	4	1	0	1	1	3	2	4	4
gene-PA1956	NC_002516.2	2140999	2141487	-	489	1	4	2	7	3	0	1	2	4	2	7	2
gene-PA1957	NC_002516.2	2141790	2142317	-	528	2	6	2	8	12	0	4	3	12	3	10	3
gene-PA1958	NC_002516.2	2142314	2142889	-	576	7	29	11	31	32	0	5	7	28	4	32	10
gene-PA1959	NC_002516.2	2143173	2144006	+	834	68	227	103	345	325	3	40	62	447	45	516	130
gene-PA1960	NC_002516.2	2144077	2144799	+	723	6	45	14	59	66	0	5	18	65	13	87	15
gene-PA1961	NC_002516.2	2144810	2145745	-	936	7	33	11	49	41	1	7	5	51	6	50	14
gene-PA1962	NC_002516.2	2145894	2146502	+	609	1	4	1	4	4	0	0	0	5	0	3	7
gene-PA1963	NC_002516.2	2146609	2146875	+	267	11	60	8	47	54	0	7	7	57	10	36	15
